_id,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
6051b444ed436006446453d2,10.9,0.045,0.35,0.9911,6.4,39,3.31,6,1,0.35,108,0.18
6051b444ed436006446453d3,9.1,0.147,0.59,0.993,6.8,38,3.05,6,0.9,0.38,132,0.2
6051b444ed436006446453d4,11,0.039,0.35,0.9908,6.9,29,3.13,6,1.3,0.52,191,0.25
6051b444ed436006446453d5,9.6,0.043,0.34,0.9962,7.2,37,3.09,6,11.9,0.5,213,0.21
6051b444ed436006446453d6,8.9,0.048,0.26,0.9972,6,50,3.3,6,12.4,0.36,147,0.19
6051b444ed436006446453d7,10.2,0.044,0.15,0.9931,6.6,25,3.11,6,4.6,0.38,78,0.38
6051b444ed436006446453d8,9.9,0.038,0.36,0.9926,7.4,44,3.36,6,1.2,0.34,111,0.2
6051b444ed436006446453d9,8.6,0.092,0.24,0.9951,6.8,30,3.03,6,4.9,0.46,123,0.22
6051b444ed436006446453da,8.9,0.048,0.26,0.9972,6,50,3.3,6,12.4,0.36,147,0.19
6051b444ed436006446453db,10.5,0.035,0.07,0.991,7,17,3.02,5,1.1,0.34,151,0.47
6051b444ed436006446453dc,10.2,0.044,0.15,0.9931,6.6,25,3.11,6,4.6,0.38,78,0.38
6051b444ed436006446453dd,10.3,0.038,0.27,0.9927,7.2,31,3.15,6,1.4,0.46,122,0.24
6051b444ed436006446453de,9.1,0.064,0.03,0.9934,6.2,29,3.22,5,1.2,0.54,120,0.35
6051b444ed436006446453df,12.6,0.04,0.24,0.9903,6.4,27,3.22,7,6.4,0.49,124,0.26
6051b444ed436006446453e0,9.8,0.041,0.13,0.992,6.7,81,3.14,5,1.2,0.42,174,0.25
6051b444ed436006446453e1,10.7,0.046,0.31,0.9926,6.7,30,3.33,8,2.1,0.64,96,0.23
6051b444ed436006446453e2,9.5,0.05,0.29,0.9962,7.4,21,3.13,5,10.1,0.35,105,0.24
6051b444ed436006446453e3,9,0.056,0.43,0.9956,6.2,48,3.1,6,7.8,0.51,244,0.27
6051b444ed436006446453e4,9.5,0.061,0.23,0.9958,6.8,50.5,3.32,5,4.6,0.6,238.5,0.3
6051b444ed436006446453e5,10,0.063,0.28,0.9964,6,31,3.69,5,4.8,0.71,201,0.27
6051b444ed436006446453e6,9.1,0.054,0.46,0.9941,8.6,9,2.95,6,1,0.49,72,0.23
6051b444ed436006446453e7,10.7,0.046,0.31,0.9926,6.7,30,3.33,8,2.1,0.64,96,0.23
6051b444ed436006446453e8,9.5,0.05,0.29,0.9962,7.4,21,3.13,5,10.1,0.35,105,0.24
6051b444ed436006446453e9,12.7,0.043,0.36,0.9898,7.1,31,3.26,7,1.4,0.37,87,0.18
6051b444ed436006446453ea,12,0.042,0.34,0.9912,7,20,3.31,7,1.3,0.65,69,0.32
6051b444ed436006446453eb,9.3,0.064,0.3,0.9961,7.4,26,2.94,5,8.8,0.56,103,0.18
6051b444ed436006446453ec,9,0.06,0.28,0.9949,6.7,21,3.27,5,5.4,0.37,105,0.54
6051b444ed436006446453ed,10.6,0.053,0.31,0.9929,6.8,34,3.39,6,1.4,0.77,114,0.22
6051b444ed436006446453ee,9.2,0.05,0.34,0.9985,7.1,51,3.21,6,16,0.6,166,0.2
6051b444ed436006446453ef,10,0.063,0.2,0.9946,7.1,47,3.17,5,6.1,0.42,164,0.34
6051b444ed436006446453f0,9.5,0.047,0.3,0.9966,7.3,42,3.33,6,8.2,0.46,207,0.22
6051b444ed436006446453f1,8.7,0.045,0.61,0.9974,7.1,54,3.11,5,11.8,0.45,155,0.43
6051b444ed436006446453f2,8.7,0.044,0.62,0.9975,7.1,52,3.12,6,11.8,0.46,152,0.44
6051b444ed436006446453f3,8.7,0.044,0.63,0.9974,7.2,55,3.09,6,11,0.44,156,0.39
6051b444ed436006446453f4,9.7,0.05,0.31,0.9972,6.8,69,3.22,6,13.3,0.48,202,0.25
6051b444ed436006446453f5,8.7,0.045,0.61,0.9974,7.1,54,3.11,5,11.8,0.45,155,0.43
6051b444ed436006446453f6,8.7,0.044,0.62,0.9975,7.1,52,3.12,6,11.8,0.46,152,0.44
6051b444ed436006446453f7,8.7,0.044,0.63,0.9974,7.2,55,3.09,6,11,0.44,156,0.39
6051b444ed436006446453f8,9,0.049,0.43,0.9957,6.1,65,3.12,5,7.5,0.47,243,0.27
6051b444ed436006446453f9,12.6,0.035,0.33,0.99,6.9,47,3.26,7,1.7,0.4,136,0.24
6051b444ed436006446453fa,12.6,0.034,0.33,0.9899,6.9,48,3.25,7,1.8,0.41,136,0.21
6051b444ed436006446453fb,11.5,0.04,0.32,0.9916,7.5,51,3.21,7,1.7,0.44,148,0.17
6051b444ed436006446453fc,9.2,0.044,0.29,0.9969,7.1,62,3.04,6,12.4,0.42,240,0.26
6051b444ed436006446453fd,8.8,0.046,0.66,0.9979,6,26,3.14,6,15.9,0.5,164,0.34
6051b444ed436006446453fe,11.4,0.034,0.36,0.9913,8.6,15,2.95,7,1.2,0.36,80,0.265
6051b444ed436006446453ff,10.1,0.038,0.46,0.9956,9.8,4,2.89,4,10.5,0.3,83,0.36
6051b444ed43600644645400,8.8,0.046,0.66,0.9979,6,26,3.14,6,15.9,0.5,164,0.34
6051b444ed43600644645401,9.1,0.06,0.37,0.9975,7.4,52,3,5,13.5,0.44,192,0.25
6051b444ed43600644645402,9.4,0.054,0.32,0.9962,7.1,64,3.4,5,9.6,0.41,162,0.12
6051b444ed43600644645403,9.4,0.05,0.24,0.997,6,55,3.34,5,12.1,0.39,164,0.21
6051b444ed43600644645404,9,0.059,0.4,1,7.5,44,2.99,5,18.9,0.46,170,0.305
6051b444ed43600644645405,9.1,0.06,0.37,0.9975,7.4,52,3,5,13.5,0.44,192,0.25
6051b444ed43600644645406,9.2,0.051,0.32,0.9974,7.3,34,3.2,6,14.4,0.35,109,0.13
6051b444ed43600644645407,9.4,0.054,0.32,0.9962,7.1,64,3.4,5,9.6,0.41,162,0.12
6051b444ed43600644645408,9.1,0.04,0.35,0.999,7.1,60,3.16,6,16.5,0.59,171,0.23
6051b444ed43600644645409,9.1,0.04,0.35,0.999,7.1,60,3.16,6,16.5,0.59,171,0.23
6051b444ed4360064464540a,10.3,0.051,0.28,0.9927,6.9,37,3.27,5,1.3,0.6,187,0.33
6051b444ed4360064464540b,8.8,0.082,0.54,0.9959,6.5,64,2.89,6,8.5,0.39,163,0.17
6051b444ed4360064464540c,8.9,0.052,0.46,1,7.2,45,3.04,5,18.75,0.52,255,0.27
6051b444ed4360064464540d,9.2,0.056,0.5,0.9982,7.2,68,3.01,5,13.3,0.47,195,0.31
6051b444ed4360064464540e,9.1,0.049,0.34,0.9968,6.7,29,3.22,5,9.2,0.51,150,0.41
6051b444ed4360064464540f,9.1,0.049,0.34,0.9968,6.7,29,3.22,5,9.2,0.51,150,0.41
6051b444ed43600644645410,9.7,0.065,0,0.994,5.5,8,3.63,4,1.5,0.4,103,0.485
6051b444ed43600644645411,11.3,0.041,0.24,0.9914,6,25,3.31,6,3.3,0.44,143,0.31
6051b444ed43600644645412,11.8,0.035,0.4,0.9911,7,16,3.19,6,1.7,0.42,85,0.14
6051b444ed43600644645413,9.2,0.056,0.5,0.9982,7.2,68,3.01,5,13.3,0.47,195,0.31
6051b444ed43600644645414,9.2,0.06,0.48,0.9982,7.3,57,3.04,5,13.3,0.5,196,0.32
6051b444ed43600644645415,10.2,0.046,0.04,0.9934,5.9,21,3.22,5,5.7,0.51,87,0.36
6051b444ed43600644645416,8.8,0.054,0.32,0.9984,7.8,42,3.01,5,12.2,0.54,138,0.24
6051b444ed43600644645417,9.7,0.059,0.31,0.9952,7.4,31,3.29,5,6.85,0.34,131,0.16
6051b444ed43600644645418,9.1,0.058,0.28,0.9952,6.9,14,3.29,6,5,0.36,146,0.19
6051b444ed43600644645419,9.8,0.092,0.47,0.9928,6.4,40,3.21,6,1.6,0.36,158,0.13
6051b444ed4360064464541a,11,0.026,0.36,0.9912,6.7,63,3.27,6,1.1,0.48,143,0.19
6051b444ed4360064464541b,10.5,0.033,0.23,0.994,7.4,29,3.14,5,7,0.42,126,0.39
6051b444ed4360064464541c,9.7,0.038,0.32,0.9958,6.5,48,3.45,7,7.6,0.54,203,0.24
6051b444ed4360064464541d,10.9,0.044,0.56,0.9924,6.1,47,3.3,7,2.8,0.57,179,0.3
6051b444ed4360064464541e,10.9,0.046,0.56,0.9924,6.1,46,3.31,6,2.7,0.57,184,0.3
6051b444ed4360064464541f,10.6,0.02,0.25,0.994,5.7,7,3.39,5,10.4,0.37,57,0.26
6051b444ed43600644645420,9.7,0.038,0.32,0.9958,6.5,48,3.45,7,7.6,0.54,203,0.24
6051b444ed43600644645421,9,0.038,0.4,0.9979,6.5,59,3.23,5,13.1,0.57,241,0.425
6051b444ed43600644645422,9.2,0.035,0.27,0.9982,6.6,46,3.24,5,15.8,0.51,188,0.24
6051b444ed43600644645423,8.9,0.034,0.22,0.9961,6.8,55,3.19,5,8.1,0.52,203,0.27
6051b444ed43600644645424,9.6,0.036,0.31,0.9979,6.7,44,3.26,5,15.7,0.56,179,0.27
6051b444ed43600644645425,10.7,0.027,0.4,0.992,8.2,36,3.12,6,1.2,0.38,121,0.23
6051b444ed43600644645426,8.7,0.045,0.67,0.9975,7.1,49,3.16,5,10.5,0.44,155,0.37
6051b444ed43600644645427,10.8,0.035,0.36,0.9917,6.8,30,3.15,7,1.9,0.54,96,0.19
6051b444ed43600644645428,11.8,0.029,0.39,0.9923,8.1,18,3.23,6,1.9,0.52,79,0.28
6051b444ed43600644645429,10.2,0.045,0.34,0.9927,6.3,20,3.3,5,2.2,0.43,77,0.31
6051b444ed4360064464542a,8.7,0.045,0.67,0.9975,7.1,49,3.16,5,10.5,0.44,155,0.37
6051b444ed4360064464542b,10.8,0.039,0.4,0.992,7.9,38,3.21,6,1.2,0.54,107,0.21
6051b444ed4360064464542c,9.7,0.036,0.41,0.9947,8.5,24,3.18,6,4.3,0.53,99,0.21
6051b444ed4360064464542d,11.2,0.037,0.4,0.9921,8.1,19,3.12,6,2,0.54,87,0.2
6051b444ed4360064464542e,10.9,0.04,0.37,0.9905,6.3,37,3,6,1.1,0.39,114,0.255
6051b444ed4360064464542f,10.1,0.044,0.27,0.9918,5.6,53,3.28,6,1.4,0.37,168,0.16
6051b444ed43600644645430,9,0.058,0.14,0.9951,6.4,15,3.38,4,5.2,0.36,97,0.595
6051b444ed43600644645431,12,0.034,0.33,0.9917,6.3,19,3.38,7,4.6,0.58,80,0.34
6051b444ed43600644645432,9.4,0.054,0.3,0.994,6.9,23,2.99,6,4.1,0.38,116,0.25
6051b444ed43600644645433,11.5,0.043,0.38,0.9934,7.9,46,3.12,7,8,0.32,152,0.22
6051b444ed43600644645434,9.9,0.055,0.46,0.9968,7.6,58,3.14,6,10.2,0.43,135,0.18
6051b444ed43600644645435,9.4,0.054,0.3,0.994,6.9,23,2.99,6,4.1,0.38,116,0.25
6051b444ed43600644645436,10.4,0.048,0.41,0.9919,7.2,41,3.14,5,1.2,0.45,97,0.18
6051b444ed43600644645437,9.7,0.049,0.4,0.9966,8.2,12,3.06,6,7.5,0.84,76,0.23
6051b444ed43600644645438,8.9,0.066,0.42,0.9979,7.4,48,2.89,6,14,0.42,198,0.24
6051b444ed43600644645439,8.9,0.066,0.42,0.9979,7.4,48,2.89,6,14,0.42,198,0.24
6051b444ed4360064464543a,12.4,0.036,0.24,0.9898,6.1,38,3.29,7,1.5,0.42,124,0.32
6051b444ed4360064464543b,12.1,0.036,0.04,0.9894,5.2,43,3.36,8,1.4,0.33,119,0.44
6051b444ed4360064464543c,12.1,0.036,0.04,0.9894,5.2,43,3.36,8,1.4,0.33,119,0.44
6051b444ed4360064464543d,12.4,0.036,0.24,0.9898,6.1,38,3.29,7,1.5,0.42,124,0.32
6051b444ed4360064464543e,9.1,0.055,0.56,0.998,6.4,27,2.98,5,14.5,0.4,159,0.22
6051b444ed4360064464543f,10.6,0.049,0.3,0.9932,6.3,14,3.28,5,4.8,0.39,85,0.36
6051b444ed43600644645440,8.9,0.066,0.42,0.9979,7.4,48,2.89,6,14,0.42,198,0.24
6051b444ed43600644645441,9.5,0.05,0.35,0.997,6.7,64,3.15,5,13.1,0.5,205,0.24
6051b444ed43600644645442,9.8,0.051,0.36,0.9972,7,72,3.16,5,13,0.49,177,0.23
6051b444ed43600644645443,9.6,0.048,0.46,0.9974,8.4,39,3.14,6,8.7,0.59,197,0.27
6051b444ed43600644645444,12.6,0.034,0.18,0.9896,6.7,25,3.08,7,2.4,0.44,98,0.46
6051b444ed43600644645445,9.3,0.055,0.31,0.9968,7.5,20,3.08,5,8.95,0.54,151,0.29
6051b444ed43600644645446,10,0.034,0.48,0.9958,9.8,5,2.87,5,9.85,0.29,110,0.42
6051b444ed43600644645447,12.7,0.066,0.46,0.9906,7.1,29,3.12,6,1.5,0.54,133,0.3
6051b444ed43600644645448,11,0.045,0.45,0.9917,7.9,17,3.13,6,1.5,0.39,96,0.19
6051b444ed43600644645449,11.4,0.037,0.37,0.9902,7.6,4,3.03,4,0.8,0.39,100,0.48
6051b444ed4360064464544a,11.5,0.038,0.43,0.9918,6.3,31,3.35,7,4.55,0.33,130,0.22
6051b444ed4360064464544b,10.2,0.051,0.31,0.999,7.5,33,3.09,5,17.7,0.64,173,0.27
6051b444ed4360064464544c,11.4,0.04,0.4,0.9927,6.9,50,3.11,6,7.5,0.27,151,0.23
6051b444ed4360064464544d,12.6,0.044,0.47,0.991,7.2,19,3.03,4,5.1,0.41,65,0.32
6051b444ed4360064464544e,9.4,0.054,0.3,0.9972,5.9,57,3.28,5,12.9,0.39,170,0.23
6051b444ed4360064464544f,8.7,0.06,0.07,0.9931,6,9,3.11,4,1.2,0.35,108,0.67
6051b444ed43600644645450,9.2,0.049,0.32,0.995,6.4,41,3.19,6,5.5,0.68,176,0.25
6051b444ed43600644645451,9.3,0.048,0.31,0.9951,6.4,42,3.19,6,5.5,0.66,173,0.33
6051b444ed43600644645452,9.2,0.053,0.15,0.9936,7.1,61,3.09,5,1.2,0.43,183,0.34
6051b444ed43600644645453,8.7,0.048,0.4,1.001,6.8,48,2.93,5,22,0.5,167,0.28
6051b444ed43600644645454,9.6,0.05,0.4,0.9979,6.9,64,3.18,6,14,0.58,227,0.27
6051b444ed43600644645455,9.3,0.043,0.56,0.997,6.8,64,3.02,5,11.9,0.63,226,0.26
6051b444ed43600644645456,9.3,0.043,0.56,0.9972,6.8,66,3.02,5,11.9,0.63,230,0.29
6051b444ed43600644645457,9.9,0.04,0.41,0.9954,6.7,49,3.12,6,9.4,0.61,166,0.24
6051b444ed43600644645458,11,0.038,0.23,0.9924,5.9,42,3.15,5,4.2,0.5,119,0.3
6051b444ed43600644645459,12.7,0.034,0.35,0.9906,6.8,26,3.26,8,3.8,0.57,109,0.53
6051b444ed4360064464545a,8.9,0.047,0.28,0.9962,6.5,54,3.09,4,8.5,0.54,210,0.28
6051b444ed4360064464545b,8.9,0.052,0.28,0.9962,6.6,55,3.09,6,8.5,0.55,211,0.28
6051b444ed4360064464545c,8.7,0.048,0.4,1.001,6.8,48,2.93,5,22,0.5,167,0.28
6051b444ed4360064464545d,11.4,0.045,0.36,0.9928,6.8,28,3.02,6,8,0.37,123,0.28
6051b444ed4360064464545e,9.6,0.055,0.34,0.9942,6.6,34,3.36,5,5.1,0.42,125,0.15
6051b444ed4360064464545f,9.1,0.2,0.44,0.9942,6.4,75,3.02,5,3.6,0.41,181,0.29
6051b444ed43600644645460,9.1,0.197,0.45,0.9942,6.4,76,3.02,6,3.5,0.39,180,0.3
6051b444ed43600644645461,9.1,0.197,0.44,0.9942,6.4,75,3.01,5,3.6,0.38,183,0.29
6051b444ed43600644645462,8.9,0.052,0.24,0.9961,6.8,54,3.13,5,7.8,0.47,214,0.26
6051b444ed43600644645463,8.8,0.05,0.24,0.998,7.1,52,3.1,5,13.1,0.49,204,0.32
6051b444ed43600644645464,8.9,0.052,0.24,0.9961,6.8,54,3.13,5,7.8,0.47,214,0.26
6051b444ed43600644645465,9.3,0.049,0.26,0.9984,6.8,55,3.15,5,16.1,0.5,196,0.27
6051b444ed43600644645466,8.8,0.05,0.24,0.998,7.1,52,3.1,5,13.1,0.49,204,0.32
6051b444ed43600644645467,9.6,0.05,0.32,0.9973,6.9,53,3.2,5,13.2,0.5,236,0.54
6051b444ed43600644645468,12,0.034,0.34,0.9949,6.8,39,3.33,6,13.9,0.53,134,0.26
6051b444ed43600644645469,10.2,0.053,0.35,0.9924,5.8,36,3.28,4,2.3,0.5,114,0.28
6051b444ed4360064464546a,8.8,0.042,0.5,0.9972,6.4,45,3.15,5,11.6,0.43,153,0.21
6051b444ed4360064464546b,9.2,0.045,0.32,0.9958,7,38,3.21,5,8.3,0.34,126,0.16
6051b444ed4360064464546c,9.9,0.049,0.88,0.9968,10.2,20,2.99,4,6.2,0.51,124,0.44
6051b444ed4360064464546d,10.2,0.04,0.29,0.9938,6.8,15,3.32,5,2.2,0.74,77,0.57
6051b444ed4360064464546e,9.5,0.048,0.31,0.993,6.1,23,3.22,6,0.9,0.77,170,0.4
6051b444ed4360064464546f,10.5,0.032,0.25,0.994,5.6,12,3.31,5,9.7,0.34,68,0.245
6051b444ed43600644645470,11.2,0.038,0.38,0.9918,6.8,35,3.32,7,1.4,0.59,111,0.18
6051b444ed43600644645471,9.2,0.045,0.32,0.9958,7,38,3.21,5,8.3,0.34,126,0.16
6051b444ed43600644645472,9.7,0.051,0.29,0.9944,6.7,31,3.44,6,5.3,0.37,122,0.13
6051b444ed43600644645473,11.1,0.03,0.25,0.9912,6.2,35,3.3,7,1.4,0.44,105,0.25
6051b444ed43600644645474,9.4,0.044,0.24,0.9961,5.8,55,3.31,5,9.2,0.38,152,0.26
6051b444ed43600644645475,11,0.036,0.36,0.9939,7.5,45,3.03,5,7,0.33,164,0.27
6051b444ed43600644645476,9.4,0.044,0.24,0.9961,5.8,55,3.31,5,9.2,0.38,152,0.26
6051b444ed43600644645477,9.4,0.044,0.24,0.9989,5.7,60,3.31,5,17.5,0.44,167,0.28
6051b444ed43600644645478,11,0.036,0.36,0.9938,7.5,43,3.04,5,7,0.32,161,0.23
6051b444ed43600644645479,11,0.036,0.36,0.9939,7.5,45,3.03,5,7,0.33,164,0.27
6051b444ed4360064464547a,9.1,0.07,0.21,0.9971,7.2,33,3,6,9.5,0.55,172,0.685
6051b444ed4360064464547b,11.1,0.03,0.25,0.9912,6.2,35,3.3,7,1.4,0.44,105,0.25
6051b444ed4360064464547c,9.1,0.043,0.3,0.9936,6.5,33,3.42,6,0.8,0.39,144,0.19
6051b444ed4360064464547d,10.4,0.046,0.22,0.9929,6.3,31,3.39,6,1.8,0.54,140,0.495
6051b444ed4360064464547e,8.7,0.046,0.41,0.9998,7.1,39,3.32,5,17.8,0.39,145,0.24
6051b444ed4360064464547f,9.7,0.048,0.32,0.9938,6.4,41,3.5,6,2.4,0.5,200,0.17
6051b444ed43600644645480,9.1,0.041,0.32,0.9969,7.1,66,3.17,6,10.3,0.52,272,0.25
6051b444ed43600644645481,9.7,0.048,0.32,0.9938,6.4,41,3.5,6,2.4,0.5,200,0.17
6051b444ed43600644645482,8.7,0.046,0.41,0.9998,7.1,39,3.32,5,17.8,0.39,145,0.24
6051b444ed43600644645483,8.9,0.062,0.08,0.9972,6.8,26,3.37,4,9.7,0.46,142,0.64
6051b444ed43600644645484,9.6,0.041,0.4,0.9976,8.3,38,3.34,6,7.8,0.51,194,0.28
6051b444ed43600644645485,9.5,0.039,0.39,0.9976,8.2,49,3.31,6,7.8,0.51,208,0.27
6051b444ed43600644645486,9,0.058,0.38,0.9979,7.2,55,3.09,6,14.3,0.44,194,0.23
6051b444ed43600644645487,9,0.058,0.38,0.9979,7.2,55,3.09,6,14.3,0.44,194,0.23
6051b444ed43600644645488,9,0.058,0.38,0.9979,7.2,55,3.09,6,14.3,0.44,194,0.23
6051b444ed43600644645489,9,0.058,0.38,0.9979,7.2,55,3.09,6,14.3,0.44,194,0.23
6051b444ed4360064464548a,9.6,0.044,0.32,0.9972,6.8,54,3.27,6,13.2,0.5,221,0.52
6051b444ed4360064464548b,11.1,0.037,0.59,0.9918,7,40,3.34,7,1.4,0.41,120,0.26
6051b444ed4360064464548c,9.6,0.039,0.21,0.9982,6.2,28,3.48,6,15.55,0.64,159,0.25
6051b444ed4360064464548d,8.7,0.05,0.23,0.9985,7.3,49,3.2,5,13.7,0.46,197,0.32
6051b444ed4360064464548e,10.4,0.031,0.26,0.9944,7.7,23,3.13,5,7.8,0.5,90,0.31
6051b444ed4360064464548f,11.4,0.026,0.37,0.9903,7.1,23,3.15,7,2.4,0.38,100,0.21
6051b444ed43600644645490,9.7,0.047,0.34,0.9934,6.8,64.5,3.3,6,2.7,0.58,218.5,0.24
6051b444ed43600644645491,8.7,0.043,0.56,0.9975,6.9,40,3.14,5,11.2,0.46,142,0.4
6051b444ed43600644645492,11.3,0.038,0.36,0.9923,6.1,20,3.37,6,2,0.79,249.5,0.18
6051b444ed43600644645493,12.6,0.03,0.27,0.99,6.8,26,3.16,7,2.1,0.61,139,0.21
6051b444ed43600644645494,10.9,0.031,0.27,0.9905,5.8,12,3.25,7,1.4,0.36,77,0.2
6051b444ed43600644645495,10.9,0.03,0.26,0.9905,5.6,12,3.25,7,1.4,0.37,76,0.19
6051b444ed43600644645496,10,0.037,0.14,0.996,6.1,18,3.38,5,10.4,0.45,119,0.41
6051b444ed43600644645497,10,0.053,0.28,0.9964,5.9,40,3.72,4,4.6,0.7,199,0.21
6051b444ed43600644645498,9.8,0.074,0.21,0.998,8.5,41,3.02,3,16.2,0.5,197,0.26
6051b444ed43600644645499,8.7,0.043,0.56,0.9975,6.9,40,3.14,5,11.2,0.46,142,0.4
